3.8481,10.1539,-3.8561,-4.2228,0
4.0047,0.45937,1.3621,1.6181,0
-0.048008,-1.6037,8.4756,0.75558,0
-1.2667,2.8183,-2.426,-1.8862,1
2.2034,5.9947,0.53009,0.84998,0
5.7353,5.2808,-2.2598,0.075416,0
3.6277,0.9829,0.68861,0.63403,0
-1.0401,9.3987,0.85998,-5.3336,0
3.4647,-3.9172,3.9746,0.36119,0
4.3365,-3.584,3.6884,0.74912,0
-1.8439,-8.6475,7.6796,-0.66682,1
-2.0529,3.8385,-0.79544,-1.2138,1
4.8906,-3.3584,3.4202,1.0905,0
-3.0265,-0.062088,0.68604,-0.055186,1
-3.2692,-12.7406,15.5573,-0.14182,1
-1.5252,-6.2534,5.3524,0.59912,1
0.1848,6.5079,2.0133,-0.87242,0
-2.6479,10.1374,-1.331,-5.4707,0
-3.2778,1.8023,0.1805,-2.3931,1
-1.7479,-5.823,5.8699,1.212,1
-0.40951,-0.15521,0.060545,-0.088807,1
-3.9204,4.0723,-0.23678,-2.1151,1
-2.9672,-13.2869,13.4727,-2.6271,1
3.9899,-2.7066,2.3946,0.86291,0
2.3718,7.4908,0.015989,-1.7414,0
-0.82053,0.65181,-0.48869,-0.52716,1
3.4667,-4.0724,4.2882,1.5418,0
-0.36038,4.1158,3.1143,-0.37199,0
1.7819,6.9176,-1.2744,-1.5759,0
-0.53966,7.3273,0.46583,-1.4543,0
4.8265,0.80287,1.6371,1.1875,0
3.404,8.7261,-2.9915,-0.57242,0
-1.7582,2.7397,-2.5323,-2.234,1
-3.5985,-13.6593,17.6052,-2.4927,1
1.518,5.6946,0.094818,-0.026738,0
-0.11783,-1.5789,8.03,-0.028031,0
-1.005,0.084831,-0.2462,0.45688,1
-3.0193,1.7775,0.73745,-0.45346,1
4.2756,-2.6528,2.1375,0.94437,0
4.3937,0.35798,2.0416,1.2004,0
-1.366,0.18416,0.90539,1.5806,1
2.5089,6.841,-0.029423,0.44912,0
-1.5222,10.8409,2.7827,-4.0974,0
-4.2932,3.3419,0.77258,-0.99785,1
-2.564,-1.7051,1.5026,0.32757,1
1.4501,3.6067,-4.0557,-1.5966,1
0.4283,-0.94981,-1.0731,0.3211,1
-4.6765,-5.6636,10.969,-0.33449,1
-2.6479,10.1374,-1.331,-5.4707,0
1.5356,9.1772,-2.2718,-0.73535,0
-0.278,8.1881,-3.1338,-2.5276,0
0.11592,3.2219,-3.4302,-2.8457,1
-2.588,3.8654,-0.3336,-1.2797,1
-3.7244,1.9037,-0.035421,-2.5095,1
-0.12624,10.3216,-3.7121,-6.1185,0
5.1302,8.6703,-2.8913,-1.5086,0
-2.1405,-0.16762,1.321,-0.20906,1
-2.4473,12.6247,0.73573,-7.6612,0
-2.7338,0.45523,2.4391,0.21766,1
-0.65767,-2.8018,3.7115,0.99739,1
0.12126,0.22347,-0.47327,0.97024,1
3.7818,-2.8846,2.2558,-0.15734,0
-0.49081,2.8452,-3.6436,-3.1004,1
2.7206,9.0821,-3.3111,-0.96811,0
0.25035,9.3262,-3.6873,-6.2543,0
2.0911,0.94358,4.5512,1.234,0
-2.234,-7.0314,7.4936,0.61334,1
1.7748,-0.76978,5.5854,1.3039,0
3.2697,-4.3414,3.6884,-0.29829,0
-3.8167,5.1401,-0.65063,-5.4306,1
-0.10648,-0.76771,7.7575,0.64179,0
1.8664,7.7763,-0.23849,-2.9634,0
2.1943,4.5503,-4.976,-2.7254,1
2.5331,2.9135,-0.822,-0.12243,0
-4.0218,-8.304,12.555,-1.5099,1
2.9499,2.2493,1.3458,-0.037083,0
-0.539,-5.167,3.4399,0.052141,1
0.11032,1.9741,-3.3668,-0.65259,1
3.6244,1.4609,1.3501,1.9284,0
-3.8203,-13.0551,16.9583,-2.3052,1
-5.4808,8.1819,0.27818,-5.0323,1
1.3114,4.5462,2.2935,0.22541,0
0.37984,0.70975,0.75716,-0.44441,0
3.2032,5.7588,-0.75345,-0.61251,0
3.5127,2.9073,1.0579,0.40774,0
-1.9409,-8.6848,9.155,0.94049,1
-5.1216,-5.3118,10.3846,-1.0612,1
-1.4233,-0.98912,2.3586,0.39481,1
-3.4605,2.6901,0.16165,-1.0224,1
-0.62684,-6.301,4.7843,1.106,1
-0.77288,-7.4473,6.492,0.36119,1
0.30081,0.17381,-1.7542,0.48921,1
-2.7611,-10.5099,9.0239,-1.9547,1
-3.9933,2.6218,0.62863,-1.1595,1
-2.6286,0.18002,1.7956,0.97282,1
0.33325,3.3108,-4.5081,-4.012,1
-5.119,6.6486,-0.049987,-6.5206,1
0.6005,1.9327,-3.2888,-0.32415,1
3.3848,3.2674,0.90967,0.25128,0
4.1962,0.74493,0.83256,0.753,0
1.6472,0.48213,4.7449,1.225,0
2.994,7.2011,-1.2153,0.3211,0
1.7317,-0.34765,4.1905,-0.99138,0
4.0102,10.6568,-4.1388,-5.0646,0
1.645,7.8612,-0.87598,-3.5569,0
-2.4198,-0.24418,0.70146,0.41809,1
-3.3582,-7.2404,11.4419,-0.57113,1
-0.59587,2.4811,-2.8673,-0.89828,1
1.0552,1.1857,-2.6411,0.11033,1
3.1541,-5.1711,6.5991,0.57455,0
0.39559,6.8866,1.0588,-0.67587,0
0.15423,0.11794,-1.6823,0.59524,1
-6.4247,9.5311,0.022844,-6.8517,1
2.3969,0.23589,4.8477,1.437,0
3.5499,8.6165,-3.2794,-1.2009,0
-2.0066,-6.719,9.0162,0.099985,1
4.0296,2.6756,0.80685,0.71679,0
6.8248,5.2187,-2.5425,0.5461,0
-2.4365,3.6026,-1.4166,-2.8948,1
1.4896,3.4288,-4.0309,-1.4259,1
-0.1269,-1.1505,-0.95138,0.57843,1
-1.9555,0.20692,1.2473,-0.3707,1
4.0962,10.1891,-3.9323,-4.1827,0
2.0843,6.6258,0.48382,-2.2134,0
-2.1059,1.1815,-0.53324,-0.82716,1
0.051979,7.0521,-2.0541,-3.1508,0
-1.0112,2.9984,-1.1664,-1.6185,1
4.6765,-3.3895,3.4896,1.4771,0
2.0007,1.8644,2.6491,0.47369,0
-0.40804,0.54214,-0.52725,0.6586,1
-1.0116,-0.19038,-0.90597,0.003003,1
-2.6989,12.1984,0.67661,-8.5482,0
0.53936,3.8944,-4.8166,-4.3418,1
5.6084,10.3009,-4.8003,-4.3534,0
-4.6338,-12.7509,16.7166,-3.2168,1
3.1836,7.2321,-1.0713,-2.5909,0
-2.1241,-6.8969,5.5992,-0.47156,1
-4.8554,-5.9037,10.9818,-0.82199,1
3.1896,5.7526,-0.18537,-0.30087,0
3.7522,-3.6978,3.9943,1.3051,0
3.2704,6.9321,-1.0456,0.23447,0
-6.2003,8.6806,0.0091344,-3.703,1
-0.77688,0.13036,-0.031137,-0.35389,1
-1.2576,1.5892,7.0078,0.42455,0
3.245,6.63,-0.63435,0.86937,0
-2.799,1.9679,-0.42357,-2.1125,1
3.7758,7.1783,-1.5195,0.40128,0
0.19081,9.1297,-3.725,-5.8224,0
-1.6176,1.0926,-0.35502,-0.59958,1
-2.0662,0.16967,-1.0054,-0.82975,1
-5.0676,-5.1877,10.4266,-0.86725,1
4.1038,-4.8069,3.3491,-0.49225,0
1.1432,-3.7413,5.5777,-0.63578,0
-6.5084,8.7696,0.23191,-3.937,1
3.9414,-3.2902,3.1674,1.0866,0
3.3004,7.0811,-1.3258,0.22283,0
2.4486,-6.3175,7.9632,0.20602,0
3.9364,10.5885,-3.725,-4.3133,0
1.3049,-0.15521,6.4911,-0.75346,0
1.6988,2.9094,2.9044,0.11033,0
2.0165,-0.25246,5.1707,1.0763,0
0.74841,7.2756,1.1504,-0.5388,0
5.7867,7.8902,-2.6196,-0.48708,0
5.4021,3.1039,-1.1536,1.5651,0
-1.7976,-6.7686,6.6753,0.89912,1
1.3183,1.9017,-3.3111,0.065071,1
1.1811,8.3847,-2.0567,-0.90345,0
4.0715,7.6398,-2.0824,-1.1698,0
1.3638,-4.7759,8.4182,-1.8836,0
-2.1668,1.5933,0.045122,-1.678,1
2.8084,11.3045,-3.3394,-4.4194,0
4.2134,-2.806,2.0116,0.67412,0
-1.522,-6.6383,5.7491,-0.10691,1
0.049175,6.1437,1.7828,-0.72113,0
-0.17296,-1.1816,1.3818,0.7336,1
3.5152,6.8224,-0.67377,-0.46898,0
0.81356,9.1566,-2.1492,-4.1814,0
-1.4174,-2.2535,1.518,0.61981,1
2.0153,0.43661,4.5864,-0.3151,0
-4.7331,-6.1789,11.388,-1.0741,1
-0.39816,5.9781,1.3912,-1.1621,0
-1.6029,-0.38903,1.62,1.9103,1
-2.6479,10.1374,-1.331,-5.4707,0
-2.3797,-1.4402,1.1273,0.16076,1
3.9232,-3.2467,3.4579,0.83705,0
0.96708,3.8426,-4.9314,-4.1323,1
-1.5322,-5.0966,6.6779,0.17498,1
-3.8858,-12.8461,12.7957,-3.1353,1
2.0466,2.03,2.1761,-0.083634,0
0.56232,1.0015,-2.2726,-0.0060486,1
0.80355,2.8473,4.3439,0.6017,0
-0.016103,9.7484,0.15394,-1.6134,0
2.4226,-4.5752,5.947,0.21507,0
0.3798,0.7098,0.7572,-0.4444,0
-2.5084,-0.22763,1.488,1.2069,1
1.4479,-4.8794,8.3428,-2.1086,0
1.5902,2.2948,3.2403,0.18404,0
0.32924,-4.4552,4.5718,-0.9888,0
3.0934,-2.9177,2.2232,0.22283,0
-0.74324,-0.32902,-0.42785,0.23317,1
4.8368,10.0132,-4.3239,-4.3276,0
3.9994,0.90427,1.1693,1.6892,0
-0.76794,3.4598,-3.4405,-3.4276,1
-1.7104,-4.778,6.2109,0.3974,1
-3.8053,2.4273,0.6809,-1.0871,1
5.2756,0.13863,0.12138,1.1435,0
0.37637,-0.82358,0.78543,0.74524,1
-0.61442,-0.091058,-0.31818,0.50214,1
0.88444,6.5906,0.55837,-0.44182,0
-0.36025,-4.449,2.1067,0.94308,1
0.55939,-0.3104,0.18307,0.44653,1
-4.1244,3.7909,-0.6532,-4.1802,1
-0.0012852,0.13863,-0.19651,0.0081754,1
-0.28015,3.0729,-3.3857,-2.9155,1
3.9772,0.33521,2.2566,2.1625,0
1.8967,-2.5163,2.8093,-0.79742,0
-0.21888,-2.2038,-0.0954,0.56421,1
3.7982,10.423,-4.1602,-4.9728,0
-1.4781,0.14277,-1.1622,-0.48579,1
-1.7549,-0.080711,-0.75774,-0.3707,1
0.49665,5.527,1.7785,-0.47156,0
-2.4824,-7.3046,6.839,-0.59053,1
3.1452,5.825,-0.51439,-1.4944,0
-0.75793,2.5349,-3.0464,-1.2629,1
4.4072,-0.070365,2.0416,1.1319,0
0.87256,9.2931,-0.7843,-2.1978,0
0.83292,7.5404,0.65005,-0.92544,0
0.062525,2.9301,-3.5467,-2.6737,1
4.616,10.1788,-4.2185,-4.4245,0
3.8905,-2.1521,2.6302,1.1047,0
0.27451,9.2186,-3.2863,-4.8448,0
2.6562,10.7044,-3.3085,-4.0767,0
1.5478,9.1814,-1.6326,-1.7375,0
-6.9599,8.9931,0.2182,-4.572,1
3.8417,10.0215,-4.2699,-4.9159,0
-2.4115,-9.1359,9.3444,-0.65259,1
3.4642,10.6878,-3.4071,-4.109,0
-0.98193,2.7956,-1.2341,-1.5668,1
-2.2183,-1.254,2.9986,0.36378,1
-1.7713,-10.7665,10.2184,-1.0043,1
0.85574,0.0082678,6.6042,-0.53104,0
0.5195,-3.2633,3.0895,-0.9849,0
4.068,-2.9363,2.1992,0.50084,0
3.8846,-3.0336,2.5334,0.20214,0
2.805,0.57732,1.3424,1.2133,0
1.581,0.86909,-2.3138,0.82412,1
-1.3995,-1.9162,2.5154,0.59912,1
-0.092194,0.39315,-0.32846,-0.13794,1
1.0194,1.1029,-2.3,0.59395,1
-2.9138,-9.4711,9.7668,-0.60216,1
-0.77995,3.2322,-3.282,-3.1004,1
2.6463,-4.8152,6.3549,0.003003,0
-0.28696,3.1784,-3.5767,-3.1896,1
0.57461,10.1105,-1.6917,-4.3922,0
-3.1423,-13.0365,15.6773,-0.66165,1
4.223,1.1319,0.72202,0.96118,0
1.7257,-4.4697,8.2219,-1.8073,0
-7.0421,9.2,0.25933,-4.6832,1
3.6922,-3.9585,4.3439,1.3517,0
4.9249,0.68906,0.77344,1.2095,0
-0.69879,-3.3771,4.1211,1.5043,1
3.5358,6.7086,-0.81857,0.47886,0
