-0.890447,-1.29595,1.18803,-1.45043,1.2385,1.87607,-0.818684,-0.00557444
0.549165,0.0669171,-0.517804,0.638098,0.164716,0.227616,-0.9456,0.568593
0.941555,-1.29263,1.06803,1.95089,-0.0858329,-1.18096,-0.385584,0.79826
-0.966886,1.04752,0.376289,1.83154,0.880569,-0.988829,-0.898007,0.568593
0.638344,0.233121,-0.364867,0.488917,0.164716,-0.0111258,-0.961465,0.855677
1.05876,0.764973,-1.75306,0.389463,0.880569,-0.431766,0.291829,0.45376
-0.890447,1.13062,0.458639,0.290009,0.880569,-0.625032,-0.469666,-0.579742
-0.182107,0.580486,1.05862,0.0761836,-0.407967,0.000242825,-1.43581,1.08534
-1.1427,-0.55136,1.01039,-1.28633,-1.08803,1.86015,-0.564853,0.62601
-0.852227,1.18048,0.493932,-0.85371,1.2385,-0.465871,0.101456,-2.07258
1.0078,-1.29595,-0.0825219,1.03591,0.522643,0.318565,-0.9456,0.683427
-0.966886,0.565528,-0.0589932,1.13537,0.522643,0.44362,-1.29462,0.224093
0.982322,0.532287,-1.75306,-0.406168,0.522643,0.227616,0.402881,0.45376
-1.03059,0.515667,-0.117815,-0.20726,-0.909064,0.091192,0.640848,0.62601
-0.903186,-1.29595,0.446875,-1.05262,0.880569,1.20532,0.783628,-0.694575
-0.941406,-1.29595,1.10568,-0.85371,0.880569,1.56912,-0.66004,0.338926
-0.992366,-1.29595,1.03509,0.339736,-0.909064,-1.12525,2.41767,-0.292658
1.30082,-1.29595,0.24688,-1.84825,-0.909064,0.182141,1.05332,-2.07258
0.880403,0.482426,-1.75306,0.638098,0.522643,-0.0338631,0.0855912,0.79826
1.17342,-1.29595,-0.000171326,-0.555349,-0.193211,0.761942,-0.48553,0.281509
-0.864967,1.16386,0.493932,-0.903437,2.6702,-0.499977,0.0538622,-1.95774
-0.903186,1.91178,-1.75306,0.538644,1.2385,-0.715982,1.2437,0.568593
1.35178,0.931176,-1.75306,1.23482,-0.909064,-1.45494,0.7519,0.913093
0.234489,0.382704,1.0598,-1.40568,-0.300589,0.798321,-1.57066,-2.07258
1.05876,0.565528,-1.75306,1.13537,0.522643,-1.02293,0.783628,0.568593
-0.814007,-1.29595,1.30567,-0.704529,1.59642,-0.283973,1.38648,0.338926
0.867663,0.482426,-0.141344,0.190556,-0.909064,-0.067969,-1.34221,-0.235241
-0.94905,0.733394,1.07039,-0.858683,-0.658516,0.941566,-1.38187,-0.407492
1.02054,-1.29595,-0.0707576,1.03591,0.522643,-1.10252,1.0216,-0.579742
0.829443,0.465806,-0.153108,0.538644,-0.909064,-0.14755,-1.42153,0.97051
0.856197,-0.61618,1.06921,-0.157533,-0.372174,0.283322,-1.39298,1.08534
1.73398,-1.29595,0.446875,-0.306714,-0.551138,-0.681876,0.275965,0.769552
0.447246,0.133399,-0.447217,-0.107806,-0.909064,-0.579558,0.799493,1.02793
0.396286,0.00043568,-0.576626,0.190556,0.164716,-0.22713,0.339423,0.568593
1.5174,-1.29595,0.340995,1.63264,-0.909064,-1.12525,-0.295156,0.224093
-1.04333,0.515667,-0.117815,-0.20726,-0.551138,-1.31852,2.57632,0.654718
-1.01275,0.547246,1.06686,-1.44546,-0.730101,1.32128,-1.14867,-0.981659
-1.08155,0.465806,-0.153108,0.538644,0.522643,-1.51179,2.27489,0.740843
-1.08155,-1.29595,0.91745,2.12991,-0.909064,-1.52316,1.79896,-0.407492
-1.01402,0.555556,1.05627,-1.48524,-0.730101,1.31332,-1.09631,-0.407492
0.740264,-1.29595,-0.329574,-1.00289,-0.551138,0.27309,1.41821,0.511176
1.14794,0.814834,0.176294,0.687825,-0.909064,-1.85285,-0.263427,-1.84291
-1.14397,-1.22615,0.786865,-0.162506,-1.37437,1.88175,-0.468079,0.740843
0.778484,0.432565,-1.75306,1.68236,0.164716,-0.30671,-0.231698,0.568593
-0.822925,1.08408,1.05039,0.160719,-0.515345,-0.00885209,-1.38029,-0.120408
-0.826747,1.1971,-1.75306,-0.754256,1.2385,1.58048,-0.168241,-0.407492
-0.903186,-1.29595,1.1645,-1.10235,1.2385,1.78512,-0.898007,0.338926
-0.979626,-1.29595,1.05862,0.140829,-0.909064,1.34174,-0.882142,-0.694575
-1.14397,-1.09983,0.906862,0.528699,-1.30278,1.55661,-0.885315,0.338926
0.867663,0.482426,-1.75306,-0.555349,-0.909064,-0.0566004,1.19611,-1.72808
-0.737567,1.39821,1.05274,-1.54989,-0.407967,0.78809,-1.55797,-2.07258
1.12246,0.798213,-1.75306,0.638098,-0.909064,-0.261236,-0.0413247,-0.0629912
0.612865,-1.29595,-0.376631,0.389463,0.164716,-0.102075,0.942273,0.109259
